2024-11-27 03:06:47 - FewShotSeg - INFO - Epoch: 0
2024-11-27 03:06:47 - FewShotSeg - INFO - Epoch: 0, Iteration: 0, Training Loss: 0.6408, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:04 - FewShotSeg - INFO - Epoch: 0, Iteration: 62, Training Loss: 0.0243, Mean IoU: 0.4757, Mean Accuracy: 0.9514
2024-11-27 03:07:04 - FewShotSeg - INFO - Epoch: 0, Iteration: 63, Training Loss: 0.0222, Mean IoU: 0.4425, Mean Accuracy: 0.8849
2024-11-27 03:07:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 64, Training Loss: 0.0120, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 65, Training Loss: 0.0092, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 66, Training Loss: 0.0770, Mean IoU: 0.3920, Mean Accuracy: 0.7840
2024-11-27 03:07:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 67, Training Loss: 0.0048, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 68, Training Loss: 0.0123, Mean IoU: 0.4788, Mean Accuracy: 0.9575
2024-11-27 03:07:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 69, Training Loss: 0.0044, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 70, Training Loss: 0.0285, Mean IoU: 0.4613, Mean Accuracy: 0.9226
2024-11-27 03:07:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 71, Training Loss: 0.0073, Mean IoU: 0.4802, Mean Accuracy: 0.9605
2024-11-27 03:07:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 72, Training Loss: 0.0178, Mean IoU: 0.4684, Mean Accuracy: 0.9368
2024-11-27 03:07:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 73, Training Loss: 0.0114, Mean IoU: 0.4757, Mean Accuracy: 0.9515
2024-11-27 03:07:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 74, Training Loss: 0.0108, Mean IoU: 0.4757, Mean Accuracy: 0.9514
2024-11-27 03:07:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 75, Training Loss: 0.0035, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 76, Training Loss: 0.0074, Mean IoU: 0.4922, Mean Accuracy: 0.9844
2024-11-27 03:07:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 77, Training Loss: 0.0030, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 78, Training Loss: 0.0082, Mean IoU: 0.4891, Mean Accuracy: 0.9782
2024-11-27 03:07:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 79, Training Loss: 0.0026, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 80, Training Loss: 0.0210, Mean IoU: 0.4587, Mean Accuracy: 0.9174
2024-11-27 03:07:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 81, Training Loss: 0.0029, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 82, Training Loss: 0.0062, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 83, Training Loss: 0.0102, Mean IoU: 0.4582, Mean Accuracy: 0.9164
2024-11-27 03:07:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 84, Training Loss: 0.0023, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 85, Training Loss: 0.0150, Mean IoU: 0.4421, Mean Accuracy: 0.8843
2024-11-27 03:07:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 86, Training Loss: 0.0037, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 87, Training Loss: 0.0059, Mean IoU: 0.4831, Mean Accuracy: 0.9661
2024-11-27 03:07:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 88, Training Loss: 0.0029, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 89, Training Loss: 0.0039, Mean IoU: 0.4908, Mean Accuracy: 0.9817
2024-11-27 03:07:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 90, Training Loss: 0.0022, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 91, Training Loss: 0.0059, Mean IoU: 0.4870, Mean Accuracy: 0.9739
2024-11-27 03:07:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 92, Training Loss: 0.0015, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 93, Training Loss: 0.0070, Mean IoU: 0.4796, Mean Accuracy: 0.9592
2024-11-27 03:07:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 94, Training Loss: 0.0051, Mean IoU: 0.4770, Mean Accuracy: 0.9540
2024-11-27 03:07:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 95, Training Loss: 0.0018, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 96, Training Loss: 0.0018, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 97, Training Loss: 0.0011, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:14 - FewShotSeg - INFO - Epoch: 0, Iteration: 98, Training Loss: 0.0105, Mean IoU: 0.4739, Mean Accuracy: 0.9479
2024-11-27 03:07:14 - FewShotSeg - INFO - Epoch: 0, Iteration: 99, Training Loss: 0.0059, Mean IoU: 0.4740, Mean Accuracy: 0.9481
2024-11-27 03:07:14 - FewShotSeg - INFO - Epoch: 0, Iteration: 100, Training Loss: 0.0059, Mean IoU: 0.4854, Mean Accuracy: 0.9708
2024-11-27 03:07:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 101, Training Loss: 0.0017, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 102, Training Loss: 0.0079, Mean IoU: 0.4751, Mean Accuracy: 0.9502
2024-11-27 03:07:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 103, Training Loss: 0.0063, Mean IoU: 0.4714, Mean Accuracy: 0.9428
2024-11-27 03:07:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 104, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 105, Training Loss: 0.0076, Mean IoU: 0.4846, Mean Accuracy: 0.9691
2024-11-27 03:07:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 106, Training Loss: 0.0096, Mean IoU: 0.4622, Mean Accuracy: 0.9245
2024-11-27 03:07:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 107, Training Loss: 0.0013, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 108, Training Loss: 0.0137, Mean IoU: 0.4840, Mean Accuracy: 0.9679
2024-11-27 03:07:17 - FewShotSeg - INFO - Epoch: 0, Iteration: 109, Training Loss: 0.0120, Mean IoU: 0.4835, Mean Accuracy: 0.9669
2024-11-27 03:07:17 - FewShotSeg - INFO - Epoch: 0, Iteration: 110, Training Loss: 0.0013, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:17 - FewShotSeg - INFO - Epoch: 0, Iteration: 111, Training Loss: 0.0015, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 112, Training Loss: 0.0012, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 113, Training Loss: 0.0015, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 114, Training Loss: 0.0013, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 115, Training Loss: 0.0020, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 116, Training Loss: 0.0080, Mean IoU: 0.4698, Mean Accuracy: 0.9395
2024-11-27 03:07:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 117, Training Loss: 0.0084, Mean IoU: 0.4946, Mean Accuracy: 0.9892
2024-11-27 03:07:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 118, Training Loss: 0.0054, Mean IoU: 0.4813, Mean Accuracy: 0.9627
2024-11-27 03:07:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 119, Training Loss: 0.0013, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:20 - FewShotSeg - INFO - Epoch: 0, Iteration: 120, Training Loss: 0.0019, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:20 - FewShotSeg - INFO - Epoch: 0, Iteration: 121, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:20 - FewShotSeg - INFO - Epoch: 0, Iteration: 122, Training Loss: 0.0052, Mean IoU: 0.4887, Mean Accuracy: 0.9773
2024-11-27 03:07:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 123, Training Loss: 0.0079, Mean IoU: 0.4690, Mean Accuracy: 0.9379
2024-11-27 03:07:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 124, Training Loss: 0.0009, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 125, Training Loss: 0.0079, Mean IoU: 0.4813, Mean Accuracy: 0.9626
2024-11-27 03:07:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 126, Training Loss: 0.0009, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:22 - FewShotSeg - INFO - Epoch: 0, Iteration: 127, Training Loss: 0.0028, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:22 - FewShotSeg - INFO - Epoch: 0, Iteration: 128, Training Loss: 0.0012, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:22 - FewShotSeg - INFO - Epoch: 0, Iteration: 129, Training Loss: 0.0024, Mean IoU: 0.4916, Mean Accuracy: 0.9833
2024-11-27 03:07:22 - FewShotSeg - INFO - Epoch: 0, Iteration: 130, Training Loss: 0.0119, Mean IoU: 0.4601, Mean Accuracy: 0.9203
2024-11-27 03:07:23 - FewShotSeg - INFO - Epoch: 0, Iteration: 131, Training Loss: 0.0035, Mean IoU: 0.4862, Mean Accuracy: 0.9724
2024-11-27 03:07:23 - FewShotSeg - INFO - Epoch: 0, Iteration: 132, Training Loss: 0.0172, Mean IoU: 0.4706, Mean Accuracy: 0.9412
2024-11-27 03:07:23 - FewShotSeg - INFO - Epoch: 0, Iteration: 133, Training Loss: 0.0060, Mean IoU: 0.4830, Mean Accuracy: 0.9659
2024-11-27 03:07:24 - FewShotSeg - INFO - Epoch: 0, Iteration: 134, Training Loss: 0.0127, Mean IoU: 0.4765, Mean Accuracy: 0.9529
2024-11-27 03:07:24 - FewShotSeg - INFO - Epoch: 0, Iteration: 135, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:24 - FewShotSeg - INFO - Epoch: 0, Iteration: 136, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:24 - FewShotSeg - INFO - Epoch: 0, Iteration: 137, Training Loss: 0.0059, Mean IoU: 0.4804, Mean Accuracy: 0.9607
2024-11-27 03:07:25 - FewShotSeg - INFO - Epoch: 0, Iteration: 138, Training Loss: 0.0046, Mean IoU: 0.4922, Mean Accuracy: 0.9844
2024-11-27 03:07:25 - FewShotSeg - INFO - Epoch: 0, Iteration: 139, Training Loss: 0.0051, Mean IoU: 0.4920, Mean Accuracy: 0.9839
2024-11-27 03:07:25 - FewShotSeg - INFO - Epoch: 0, Iteration: 140, Training Loss: 0.0051, Mean IoU: 0.4896, Mean Accuracy: 0.9791
2024-11-27 03:07:25 - FewShotSeg - INFO - Epoch: 0, Iteration: 141, Training Loss: 0.0067, Mean IoU: 0.4866, Mean Accuracy: 0.9732
2024-11-27 03:07:26 - FewShotSeg - INFO - Epoch: 0, Iteration: 142, Training Loss: 0.0059, Mean IoU: 0.4788, Mean Accuracy: 0.9577
2024-11-27 03:07:26 - FewShotSeg - INFO - Epoch: 0, Iteration: 143, Training Loss: 0.0046, Mean IoU: 0.4877, Mean Accuracy: 0.9753
2024-11-27 03:07:26 - FewShotSeg - INFO - Epoch: 0, Iteration: 144, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:27 - FewShotSeg - INFO - Epoch: 0, Iteration: 145, Training Loss: 0.0069, Mean IoU: 0.4865, Mean Accuracy: 0.9730
2024-11-27 03:07:27 - FewShotSeg - INFO - Epoch: 0, Iteration: 146, Training Loss: 0.0060, Mean IoU: 0.4791, Mean Accuracy: 0.9581
2024-11-27 03:07:27 - FewShotSeg - INFO - Epoch: 0, Iteration: 147, Training Loss: 0.0062, Mean IoU: 0.4918, Mean Accuracy: 0.9835
2024-11-27 03:07:27 - FewShotSeg - INFO - Epoch: 0, Iteration: 148, Training Loss: 0.0031, Mean IoU: 0.4931, Mean Accuracy: 0.9861
2024-11-27 03:07:28 - FewShotSeg - INFO - Epoch: 0, Iteration: 149, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:28 - FewShotSeg - INFO - Epoch: 0, Iteration: 150, Training Loss: 0.0018, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:28 - FewShotSeg - INFO - Epoch: 0, Iteration: 151, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:28 - FewShotSeg - INFO - Epoch: 0, Iteration: 152, Training Loss: 0.0039, Mean IoU: 0.4807, Mean Accuracy: 0.9615
2024-11-27 03:07:29 - FewShotSeg - INFO - Epoch: 0, Iteration: 153, Training Loss: 0.0016, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:29 - FewShotSeg - INFO - Epoch: 0, Iteration: 154, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:29 - FewShotSeg - INFO - Epoch: 0, Iteration: 155, Training Loss: 0.0007, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:29 - FewShotSeg - INFO - Epoch: 0, Iteration: 156, Training Loss: 0.0029, Mean IoU: 0.4847, Mean Accuracy: 0.9694
2024-11-27 03:07:30 - FewShotSeg - INFO - Epoch: 0, Iteration: 157, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:30 - FewShotSeg - INFO - Epoch: 0, Iteration: 158, Training Loss: 0.0034, Mean IoU: 0.4916, Mean Accuracy: 0.9831
2024-11-27 03:07:30 - FewShotSeg - INFO - Epoch: 0, Iteration: 159, Training Loss: 0.0013, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:31 - FewShotSeg - INFO - Epoch: 0, Iteration: 160, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:31 - FewShotSeg - INFO - Epoch: 0, Iteration: 161, Training Loss: 0.0054, Mean IoU: 0.4889, Mean Accuracy: 0.9778
2024-11-27 03:07:31 - FewShotSeg - INFO - Epoch: 0, Iteration: 162, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:31 - FewShotSeg - INFO - Epoch: 0, Iteration: 163, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:32 - FewShotSeg - INFO - Epoch: 0, Iteration: 164, Training Loss: 0.0103, Mean IoU: 0.4862, Mean Accuracy: 0.9724
2024-11-27 03:07:32 - FewShotSeg - INFO - Epoch: 0, Iteration: 165, Training Loss: 0.0097, Mean IoU: 0.4907, Mean Accuracy: 0.9814
2024-11-27 03:07:32 - FewShotSeg - INFO - Epoch: 0, Iteration: 166, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:32 - FewShotSeg - INFO - Epoch: 0, Iteration: 167, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:33 - FewShotSeg - INFO - Epoch: 0, Iteration: 168, Training Loss: 0.0109, Mean IoU: 0.4871, Mean Accuracy: 0.9742
2024-11-27 03:07:33 - FewShotSeg - INFO - Epoch: 0, Iteration: 169, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:33 - FewShotSeg - INFO - Epoch: 0, Iteration: 170, Training Loss: 0.0053, Mean IoU: 0.4935, Mean Accuracy: 0.9870
2024-11-27 03:07:34 - FewShotSeg - INFO - Epoch: 0, Iteration: 171, Training Loss: 0.0024, Mean IoU: 0.4952, Mean Accuracy: 0.9904
2024-11-27 03:07:34 - FewShotSeg - INFO - Epoch: 0, Iteration: 172, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:34 - FewShotSeg - INFO - Epoch: 0, Iteration: 173, Training Loss: 0.0013, Mean IoU: nan, Mean Accuracy: nan
